note,auteur,avis,assureur,produit,day_date,day_month,day_year,avis_en,token_avis_en,vecteur_moyen,vecteur_0,vecteur_1,vecteur_2,vecteur_3,vecteur_4,vecteur_5,vecteur_6,vecteur_7,vecteur_8,vecteur_9
3,lijack84-54263,problème pour obtenir un crédit auto si plus de 75 ans et pourtant la maif asurent en contrat vam les plus de 75 ans où alors on marche à pied,MAIF,auto,25,avril,2017,problem to obtain a car loan if over 75 years old and yet the maif asurent in vam contract the over 75 years old where then we walk on foot,"['problem', 'obtain', 'car', 'loan', 'old', 'yet', 'maif', 'asurent', 'vam', 'contract', 'then', 'foot']","[ 0.01381175 -0.01015691 -0.02380078 -0.00165193 -0.01208625 -0.01565699
  0.00967062 -0.01497522  0.00500461 -0.0058815 ]",0.013811753,-0.010156908,-0.023800785,-0.0016519261,-0.012086255,-0.015656995,0.00967062,-0.014975217,0.005004614,-0.0058815014
4,grace-k-134278,je suis extrêmement  satisfait concernant le prix de mon assurance auto chez direct assurance la procédure était tout simplement  efficace sans problème,Direct Assurance,auto,24,septembre,2021,I am extremely satisfied with the price of my car insurance with direct insurance the procedure was simply effective without any problem,"['extremely', 'satisfied', 'price', 'car', 'insurance', 'direct', 'procedure', 'was', 'simply', 'effective', 'problem']","[ 0.01251395 -0.01504963 -0.02807201 -0.0163788  -0.01730708  0.00560771
  0.01277667  0.00830935 -0.01282849 -0.01236813]",0.012513953,-0.01504963,-0.028072007,-0.016378801,-0.01730708,0.0056077135,0.012776673,0.008309349,-0.012828485,-0.012368127
1,dpages-50515,a fuir prix affichés faibles prix pratiqués ne sont pas les moins chers du marché,Direct Assurance,auto,20,décembre,2016,avoid prices displayed low prices charged are not the cheapest on the market,"['avoid', 'displayed', 'low', 'not', 'market']","[-0.01057619  0.04110208 -0.00620352  0.03186891 -0.02263535  0.00799369
 -0.02200881 -0.01176041 -0.00015371  0.00520036]",-0.0105761895,0.041102078,-0.0062035206,0.031868912,-0.02263535,0.0079936925,-0.022008812,-0.011760411,-0.00015371441,0.0052003637
1,malia-88788,mutuelle complètement fausse prélèvements ne correspondants à rien vente forcée par téléphone,NÃ©oliane SantÃ©,sante,9,avril,2020,mutual insurance completely false direct debits corresponding to nothing forced sale by telephone,"['mutual', 'insurance', 'completely', 'false', 'direct', 'nothing', 'sale', 'telephone']","[ 0.00266607 -0.02571891  0.00518894 -0.01300875 -0.0311376   0.00798278
  0.03445333 -0.0161946  -0.02928689 -0.00228413]",0.0026660664,-0.025718905,0.005188938,-0.013008751,-0.031137597,0.007982778,0.03445333,-0.016194599,-0.029286887,-0.002284132
5,tyronne-c-105438,je suis satisfait du service souscription rapide et agréable pour un jeune chauffeur le prix est très correct vu le modèle de véhicule choisit le paiement est rapide et sécurisé,Direct Assurance,auto,4,mars,2021,I am satisfied with the fast and pleasant subscription service for a young driver the price is very correct given the model of vehicle chosen payment is fast and secure,"['satisfied', 'fast', 'pleasant', 'subscription', 'service', 'young', 'driver', 'price', 'very', 'correct', 'model', 'vehicle', 'payment', 'secure']","[-0.02428114  0.00737939  0.00545295 -0.02602413  0.03646619 -0.00829855
 -0.01414493  0.00901126 -0.00889782  0.01139169]",-0.024281144,0.0073793945,0.005452948,-0.026024133,0.036466185,-0.008298546,-0.014144925,0.009011258,-0.008897822,0.011391695
5,ambre-j-130847,super rapide et incomparable niveau tarif 3 fois moins cher que mon ancienne assurance avec les mêmes garanties je recommande sans soucis je vais peutêtre passer mes autres assurances chez vous,Direct Assurance,auto,2,septembre,2021,super fast and incomparable price level 3 times cheaper than my old insurance with the same guarantees I recommend without worries I will perhaps spend my other insurance with you,"['super', 'fast', 'incomparable', 'price', 'level', 'old', 'insurance', 'same', 'perhaps', 'spend', 'other']","[ 0.00856694 -0.00181769 -0.04683447  0.02655454  0.01566303 -0.03341212
  0.00313536  0.00644716  0.00031859  0.00936592]",0.008566944,-0.001817691,-0.046834465,0.026554544,0.015663028,-0.033412125,0.0031353584,0.006447162,0.0003185947,0.009365918
5,stephane-b-133573,qualité prix de l assurance excellent très satisfait je recommande autour de moi continuer comme cela et le personnel téléphonique trés aimable et explique bien nos contrats désirés,AMV,moto,20,septembre,2021,quality insurance price excellent very satisfied I recommend around me continue like this and the telephone staff very friendly and explains our desired contracts well,"['quality', 'insurance', 'price', 'excellent', 'very', 'satisfied', 'telephone', 'staff', 'friendly', 'desired', 'well']","[-0.0027633  -0.01755787 -0.00655583 -0.00056904 -0.00900615  0.00558686
  0.02257647 -0.02537512  0.00259877 -0.02429444]",-0.0027632965,-0.017557872,-0.0065558273,-0.00056903606,-0.009006155,0.0055868607,0.022576472,-0.025375117,0.0025987653,-0.024294438
4,emmanna-50928,la maif est une très bonne assurance  surtout pour les gros accidents  elle rembourse efficacement et la relation clientèle est très appréciableelle affiche un prix correct comparé à dautres,MAIF,auto,4,janvier,2017,the maif is a very good insurance especially for big accidents it reimburses efficiently and the customer relationship is very appreciable it displays a correct price compared to others,"['maif', 'very', 'good', 'insurance', 'especially', 'big', 'efficiently', 'customer', 'relationship', 'appreciable', 'correct', 'price']","[-0.00455831 -0.01549244 -0.00774123  0.00554697 -0.02047107 -0.00034018
  0.04384672  0.00476514 -0.00549174 -0.01249146]",-0.0045583146,-0.015492436,-0.0077412315,0.005546974,-0.020471066,-0.00034018327,0.043846715,0.0047651376,-0.005491736,-0.012491462
4,emeline-m-124071,bonne assurance plusieurs contrats déjà pour nous à la gmf prix correct par rapport aux concurrents bon service daccueil par téléphone service client et assistance,GMF,auto,21,juillet,2021,good insurance several contracts already for us at the gmf correct price compared to competitors good reception service by telephone customer service and assistance,"['good', 'insurance', 'several', 'already', 'gmf', 'correct', 'price', 'reception', 'service', 'telephone', 'customer', 'assistance']","[-0.01539232  0.00471601 -0.01213503 -0.03727262  0.01174944  0.00626506
  0.01226717 -0.01010768  0.00466531 -0.0297761 ]",-0.015392318,0.0047160056,-0.012135025,-0.03727262,0.011749444,0.006265059,0.012267168,-0.010107683,0.004665311,-0.029776104
4,vincent-b-126316,je suis satisfait du service et de la réactivité je suis content dêtre à la gmf parfois un peu trop dattente au téléphone bonne journée bien à vous,GMF,auto,4,août,2021,I am satisfied with the service and the responsiveness I am happy to be at the gmf sometimes a little too much waiting on the phone have a nice day yours,"['satisfied', 'service', 'responsiveness', 'happy', 'be', 'gmf', 'little', 'too', 'much', 'phone', 'nice', 'day']","[ 0.00073192 -0.00659268  0.01943161  0.00881969  0.03415069 -0.0015876
 -0.01120843  0.0021511   0.04096634 -0.00667924]",0.00073191896,-0.00659268,0.019431612,0.008819687,0.03415069,-0.0015876045,-0.011208435,0.0021510953,0.040966343,-0.0066792355
4,mustapha-y-134183,je suis satisfait du service qui est vraiment simlple et preatique excellent  prix sont convenables par rapport à la concurences au top je vous lai recommande,Direct Assurance,auto,23,septembre,2021,I am satisfied with the service which is really simple and practical excellent price are suitable compared to the competition at the top I recommend it to you,"['satisfied', 'service', 'really', 'simple', 'practical', 'excellent', 'price', 'suitable', 'competition', 'top']","[-0.03196617 -0.02210791  0.0104353  -0.03435659  0.00358312 -0.01345968
  0.01490626  0.00288953  0.00508831  0.03942745]",-0.031966172,-0.022107909,0.010435297,-0.034356587,0.0035831213,-0.013459678,0.0149062555,0.0028895324,0.0050883074,0.03942745
2,basile65-109748,bonjour je viens davoir un conseillé direct assurance au téléphone qui ma expliqué que je ne pouvais pas assurer mon deuxième véhicule chez vous pourrais je avoir une explication cordialement,Direct Assurance,auto,9,avril,2021,hello I have just had a direct insurance advisor on the phone who explained to me that I could not insure my second vehicle with you could I have an explanation cordially,"['hello', 'just', 'direct', 'insurance', 'advisor', 'phone', 'explained', 'not', 'insure', 'second', 'vehicle', 'explanation', 'cordially']","[ 0.00465752 -0.02643905  0.01783632  0.02988829 -0.01639188  0.01057147
 -0.03058041 -0.0034505   0.00660724 -0.00536242]",0.0046575186,-0.026439054,0.017836317,0.029888285,-0.01639188,0.010571473,-0.03058041,-0.003450505,0.006607241,-0.0053624213
1,bruno-89023,cette assurance prélève six mois de cotisations aprés la résiliation et ne réponds pas au téléphone ni aux mails,Mutuelle des Motards,moto,20,avril,2020,this insurance takes six months of contributions after termination and does not answer the phone or emails,"['insurance', 'termination', 'not', 'answer', 'phone']","[-0.01645276 -0.02031163 -0.00065567  0.01191098 -0.02986979  0.01351355
 -0.00181941  0.00360708  0.00354225 -0.02272349]",-0.016452763,-0.020311628,-0.000655666,0.011910977,-0.02986979,0.013513552,-0.0018194116,0.0036070838,0.0035422475,-0.022723492
2,louloutte571303-69068,jai un sinistre depuis bientôt trois pour un ordinateur à ce jour pas de cotation de leur part et pas de réponse du médiateur depuis un an,MACIF,habitation,20,décembre,2019,I have a claim for almost three for a computer to date no quotation from them and no response from the mediator for a year,"['claim', 'almost', 'computer', 'date', 'quotation', 'response', 'mediator', 'year']","[-0.02995702 -0.01274953  0.01080167  0.00548584  0.03761281  0.02089633
 -0.02853579  0.01078471 -0.01198518 -0.00147574]",-0.029957015,-0.012749527,0.010801674,0.0054858355,0.03761281,0.02089633,-0.028535789,0.010784705,-0.011985177,-0.0014757421
4,roi-arthur-92491,prix me convient  simple et rapide  le site est ludique facile dutiltisation lecture simple et rapide  je recommande direct assurance autour de moi,Direct Assurance,auto,27,juin,2020,price suits me simple and fast the site is fun easy to use simple and fast reading I recommend direct insurance around me,"['price', 'simple', 'fast', 'site', 'fun', 'easy', 'use', 'reading', 'direct', 'insurance']","[ 0.01648585  0.00350412 -0.01182962 -0.00977981  0.00872207 -0.00222939
 -0.00705149  0.01315736  0.01340957  0.00388386]",0.01648585,0.0035041203,-0.011829623,-0.009779814,0.0087220725,-0.0022293902,-0.007051495,0.013157362,0.013409567,0.0038838633
3,servant-v-138800,je suis satisfait du service le prix et pour moi un peu élever mais étant donner mes conditions cest raisonnable sa répond a mes attentes donc je pourrais recommander lolivier assurance,L'olivier Assurance,auto,3,novembre,2021,I am satisfied with the service the price and for me a little high but given my conditions it is reasonable it meets my expectations so I could recommend lolivier assurance,"['satisfied', 'service', 'price', 'little', 'high', 'reasonable', 'recommend', 'assurance']","[-0.02060884 -0.00416152  0.01021151 -0.01374642  0.018002   -0.01566591
  0.00829355 -0.00618749  0.01360935  0.0184321 ]",-0.020608837,-0.00416152,0.010211511,-0.01374642,0.018002002,-0.015665906,0.00829355,-0.0061874925,0.013609354,0.018432101
3,morgane-69959,assurée maif depuis maintenant 3 ans j ai eu un accident non responsable en aout 2018 voiture réparée sans aucun frais avancé garage partenaire l equipe maif a été professionnelle et efficace   seul bémol mon coefficient diminue dannées en années mais le tarif stagne voir augmente  1e30 de plus par mois pour un meilleur coefficient cette année ce qui est démotivant,MAIF,auto,6,janvier,2019,insured maif for 3 years now I had a non-responsible accident in August 2018 car repaired without any advanced costs garage partner the maif team was professional and efficient only downside my coefficient decreases from year to year but the price stagnates see increases 1e30 more per months for a better coefficient this year which is demotivating,"['insured', 'maif', 'now', 'had', 'non-responsible', 'accident', 'car', 'advanced', 'garage', 'partner', 'team', 'was', 'professional', 'efficient', 'only', 'coefficient', 'year', 'price']","[ 0.00267286 -0.02619938 -0.01173378  0.00480346 -0.0184921   0.0093646
  0.00921077  0.01964171  0.00781106 -0.00117962]",0.0026728646,-0.026199384,-0.011733775,0.004803461,-0.018492095,0.0093646,0.009210771,0.019641707,0.007811063,-0.0011796204
2,caveglia69-69611,incomprehension sur la grille des prix la prix est différent entre lavis déchéance et le prix mentionné dans les conditions prticuliéres,Direct Assurance,auto,21,décembre,2018,misunderstanding on the price grid the price is different between the lapse notice and the price mentioned in the special conditions,"['price', 'grid', 'different', 'lapse', 'notice', 'mentioned', 'special']","[ 0.03715954  0.01750697  0.01125441 -0.00797217 -0.01049116  0.03471428
  0.01993526 -0.00037633  0.00992355 -0.01077316]",0.037159536,0.01750697,0.011254415,-0.007972174,-0.010491161,0.034714278,0.019935256,-0.00037632746,0.009923553,-0.01077316
1,florindia-86225,impossible dobtenir de leur part le tableau des garanties associees a mon contrat mutuelle,Ag2r La Mondiale,sante,23,janvier,2020,impossible to obtain from them the table of guarantees associated with my mutual contract,"['impossible', 'obtain', 'table', 'mutual', 'contract']","[ 0.01412818  0.00865833  0.03043863  0.02651354  0.01928489 -0.00071696
 -0.00383764  0.00689677 -0.03063259 -0.02966276]",0.014128184,0.008658333,0.030438626,0.026513536,0.019284893,-0.0007169604,-0.003837635,0.006896767,-0.03063259,-0.029662764
5,guillaume-r-130393,simplicité au top je recommande direct aussrance jai pu assuré mon véhicule immédiatement je suis très satisfait de cette compagnie dassurance  cotisations très correct,Direct Assurance,auto,31,août,2021,simplicity at the top I recommend direct insurance I was able to insure my vehicle immediately I am very satisfied with this insurance company very correct contributions,"['simplicity', 'top', 'direct', 'insurance', 'was', 'able', 'insure', 'vehicle', 'immediately', 'very', 'satisfied', 'company', 'correct']","[ 1.21626549e-03 -3.17929103e-03 -8.57852958e-03  1.34283835e-02
  2.24430882e-03 -1.74902240e-03 -1.20276520e-02 -6.18441636e-03
 -2.88369656e-02  3.73893054e-05]",0.0012162655,-0.003179291,-0.00857853,0.0134283835,0.0022443088,-0.0017490224,-0.012027652,-0.0061844164,-0.028836966,3.7389305e-05
1,agnes-103105,assurance assez chère communication assez difficile très compliqué de résilier une assurance chez eux ils ont toujours un prétexte bidon pour ne pas résilier lassurance a fuir,Pacifica,auto,22,janvier,2021,insurance quite expensive communication quite difficult very complicated to cancel insurance at home they always have a bogus excuse not to cancel the insurance to flee,"['insurance', 'quite', 'expensive', 'communication', 'difficult', 'very', 'cancel', 'home', 'always', 'bogus', 'excuse', 'not', 'flee']","[-0.01593267  0.01025631 -0.00211617  0.00578641 -0.00294762 -0.02655867
 -0.01043981 -0.00431942 -0.02229909 -0.01049453]",-0.015932672,0.010256306,-0.0021161707,0.005786414,-0.0029476238,-0.026558666,-0.010439808,-0.0043194164,-0.022299094,-0.010494534
4,dimhop--103927,les garanties proposées sont larges et les tarifs dans la moyenne basse du marché donc le prix nest pas simplement concurrentiel et nest pas proposé avec des garanties faibles par ailleurs jai eu 3 sinistres mineurs 2 dégâts des eaux 1 sinistre électrique  parfaitement pris en charge et ce très rapidement je suis extrêmement satisfait à ce jour,Pacifica,habitation,10,février,2021,the guarantees offered are broad and the prices in the low average of the market so the price is not simply competitive and is not offered with weak guarantees moreover I had 3 minor claims 2 water damage 1 electrical loss perfectly taken care of and this very quickly I am extremely satisfied so far,"['broad', 'low', 'average', 'market', 'so', 'price', 'not', 'simply', 'competitive', 'weak', 'moreover', 'had', 'minor', 'water', 'damage', 'electrical', 'loss', 'perfectly', 'care', 'very', 'quickly', 'extremely', 'far']","[ 0.00911224  0.00454878 -0.00779144  0.00129974  0.00344443  0.00889826
 -0.01087132 -0.00655761 -0.00673091 -0.01070799]",0.009112236,0.0045487834,-0.0077914367,0.001299735,0.0034444325,0.008898255,-0.010871315,-0.0065576057,-0.0067309137,-0.01070799
5,etourneau-k-108281,je suis très satisfait le service est très sérieux à l ecoute les consultants sont très impliqués le service est très rapide et efficace très bon service,L'olivier Assurance,auto,27,mars,2021,I am very satisfied the service is very serious in listening the consultants are very involved the service is very fast and efficient very good service,"['very', 'satisfied', 'service', 'serious', 'involved', 'fast', 'efficient', 'good']","[-0.0235098   0.00445718  0.02017365 -0.02298646  0.02150075  0.00132307
 -0.02263657 -0.05033692  0.02288239  0.0038581 ]",-0.023509799,0.0044571813,0.02017365,-0.022986457,0.021500746,0.0013230657,-0.02263657,-0.050336923,0.022882387,0.0038581016
1,assurantyui-76928,si vous avez un animal ne payez pas de mutuelle mettez de largent de coté pour lui si votre chien nest pas accidenté et encore vous naurez rien de remboursé  la stérilisation nest pas éligible les vaccins les visites de vétérinaires durgence les médicaments si ce nest pas lié à une maladie ou un accident vous oubliez rien ne sera remboursé,APRIL,sante,19,juin,2019,if you have an animal do not pay health insurance put money aside for him if your dog has not had an accident and you will still not be reimbursed sterilization is not eligible vaccines emergency veterinarian visits medication if it is not related to an illness or an accident you forget nothing will be refunded,"['animal', 'not', 'pay', 'health', 'insurance', 'put', 'money', 'aside', 'dog', 'accident', 'still', 'be', 'sterilization', 'eligible', 'emergency', 'veterinarian', 'medication', 'illness', 'nothing']","[ 0.00820269  0.00067023 -0.01128265  0.01132478  0.00625805  0.00589594
  0.00324359 -0.00915327 -0.00070641  0.00789578]",0.008202691,0.0006702252,-0.0112826545,0.011324775,0.0062580467,0.00589594,0.0032435907,-0.00915327,-0.000706406,0.007895775
1,michel-102094,la matmut vous donne 65 de bonus mais vous jette au bout de 2 accident et comme vous avez été radié alors bonne chance pour trouver une assurance  merci la matmut,Matmut,auto,2,janvier,2021,the matmut gives you 65 bonus but throws you after 2 accidents and as you have been deregistered so good luck finding insurance thank you the matmut,"['matmut', 'so', 'good', 'luck', 'insurance', 'thank']","[ 0.02239816  0.01736996  0.02149538 -0.01638897  0.00745523  0.01317677
 -0.00475601 -0.04002987 -0.03663265  0.01238699]",0.022398157,0.017369963,0.02149538,-0.016388971,0.007455235,0.013176772,-0.004756008,-0.040029872,-0.036632653,0.012386989
4,chicho-55002,assuré depuis plus de 30 ans avec 65 de bonus 15bonus matmut inclus je nai pas à me plaindre des services en agence ou par téléphone mes demandes toujours bien traitées avec un très bon accueil bémol peut être sur les tarifs moto depuis 20 ans avec une moto de plus de 10 ans  lors de sinistre dossier très vites pris en charges et les remboursements sont très rapides,Matmut,auto,2,juin,2017,insured for more than 30 years with 65 bonus 15 bonus matmut included I have no complaints about the services in the agency or by telephone my requests are always well handled with a very good reception downside maybe on the motorcycle rates for 20 years with a motorcycle of more than 10 years in the event of a claim file very quickly taken care of and reimbursements are very fast,"['bonus', 'matmut', 'included', 'agency', 'telephone', 'always', 'well', 'very', 'good', 'reception', 'downside', 'maybe', 'motorcycle', 'event', 'claim', 'file', 'quickly', 'care', 'fast']","[-0.02630549  0.00316719 -0.00167065  0.01003426  0.02315503  0.01071762
 -0.00683748  0.00708137  0.00628816 -0.00821704]",-0.026305491,0.0031671927,-0.0016706531,0.01003426,0.023155026,0.010717616,-0.0068374826,0.007081369,0.006288163,-0.008217039
4,delcruse-fructuoso-rosigna-p-124008,simple pratique très facile et rapide dutilisation les prix sont très compétitifs service clientèle sympathique et rapide je conceille sans problème,L'olivier Assurance,auto,20,juillet,2021,simple practical very easy and quick to use the prices are very competitive friendly and fast customer service I conceive without problem,"['simple', 'practical', 'very', 'easy', 'quick', 'use', 'competitive', 'friendly', 'fast', 'customer', 'service', 'problem']","[ 0.01343072  0.0135966   0.01156817 -0.02177864  0.01516855 -0.00749217
  0.03206446  0.00191059  0.00558479 -0.00665396]",0.013430716,0.013596605,0.011568169,-0.021778638,0.015168549,-0.007492172,0.032064456,0.0019105896,0.005584787,-0.006653963
5,jean-pierre-p-135149,prix très compétitifs pour le moment jai souscrit 1 contrat auto en juillet et un autre pour notre seconde voiture maintenant jespère quen cas de sinistres tout se passera bien,Direct Assurance,auto,29,septembre,2021,very competitive prices for the moment I took out 1 car contract in July and another for our second car now I hope that in the event of claims everything will be fine,"['very', 'competitive', 'moment', 'took', 'car', 'contract', 'second', 'now', 'event', 'everything', 'be', 'fine']","[-0.01003118  0.00572952 -0.01378558  0.00573781  0.02962505 -0.01444011
  0.01943783 -0.02817878  0.01573212 -0.02099612]",-0.010031182,0.0057295207,-0.013785581,0.0057378053,0.029625053,-0.014440111,0.019437827,-0.028178783,0.015732117,-0.020996116
1,lommy-95701,mutuelle catastrophique a fuir de toute urgence  merci à ag2r davoir bloqué mes garanties pendant 3 mois et comme si ca ne suffisait pas refuse de me rembourser mes frais de santés pour motif cotisations impayés bravo ils ont tout compris   pour info  mode de paiement se font par prélèvements trimestriels prélevés automatiquement  mutuelle qui ne mérite même pas 1 étoile 0  a fuir,Ag2r La Mondiale,sante,30,juillet,2020,mutual catastrophic to flee urgently thanks to ag2r for having blocked my guarantees for 3 months and as if that were not enough refuses to reimburse me for my health costs for unpaid contributions reason congratulations they understood everything for info mode of payment are made by direct debit quarterly deducted automatically mutual which does not even deserve 1 star 0 to flee,"['mutual', 'catastrophic', 'flee', 'urgently', 'ag2r', 'were', 'not', 'enough', 'reimburse', 'health', 'unpaid', 'reason', 'understood', 'everything', 'info', 'mode', 'payment', 'direct', 'debit', 'quarterly', 'automatically', 'even', 'deserve', 'star']","[ 0.00715104  0.0192837  -0.01235473  0.00418686 -0.01705855 -0.01526615
 -0.00615237 -0.01071742 -0.00290306 -0.00328484]",0.007151036,0.019283695,-0.012354732,0.004186855,-0.017058551,-0.015266153,-0.006152367,-0.010717418,-0.0029030552,-0.0032848448
5,momo-132977,javais un renseignement à demander jai eu nabil au téléphone et jai eu un très bon accueil un monsieur très sympathique cordialement jouanillou monique,Santiane,sante,15,septembre,2021,I had some information to ask I had nabil on the phone and I had a very good welcome a very friendly gentleman cordially jouanillou monique,"['had', 'information', 'ask', 'phone', 'very', 'good', 'welcome', 'friendly', 'gentleman', 'cordially', 'monique']","[ 0.00786266 -0.01847221  0.03513347  0.02295514  0.02811556  0.0208604
  0.00049623  0.00801235  0.0317411   0.01155859]",0.007862661,-0.018472206,0.035133466,0.022955138,0.028115563,0.0208604,0.00049623137,0.008012353,0.0317411,0.011558591
1,angeiil91-61001,assurance très chère pour au final avoir des problèmes sans solution ils ne sont pas professionnels,AXA,auto,31,janvier,2018,very expensive insurance to end up having problems without a solution they are not professional,"['very', 'expensive', 'insurance', 'end', 'solution', 'not', 'professional']","[ 0.00326363 -0.00453457 -0.03324689  0.00691855 -0.00844937 -0.01458009
  0.00308375  0.00350557 -0.01274873 -0.03843639]",0.0032636311,-0.0045345654,-0.033246893,0.0069185463,-0.008449365,-0.014580086,0.003083749,0.0035055727,-0.012748731,-0.038436387
4,berenguer-p-128843,le prix me convient parfaitement un des plus bas du marché pour le même véhicule je suis satisfait du service et très facile pour souscrire en ligne,Direct Assurance,auto,20,août,2021,the price suits me perfectly one of the lowest on the market for the same vehicle I am satisfied with the service and very easy to subscribe online,"['price', 'perfectly', 'market', 'same', 'vehicle', 'satisfied', 'service', 'very', 'easy', 'subscribe', 'online']","[-0.03096397  0.02793349 -0.00438902 -0.00931154  0.02088782 -0.02951863
 -0.01706494 -0.03132386 -0.0080815   0.01642052]",-0.030963974,0.027933486,-0.004389016,-0.009311536,0.02088782,-0.029518628,-0.017064944,-0.031323858,-0.008081501,0.016420525
3,joel-70585,ses pas une bonne assurance au service santé  après la  vente quand vous voulez résilier il font des misère   ses pas une assurance que je vais vous communiqué,NÃ©oliane SantÃ©,sante,25,janvier,2019,its not a good insurance to the health service after the sale when you want to terminate it makes misery its not an insurance that i will communicate to you,"['not', 'good', 'insurance', 'health', 'service', 'sale', 'terminate', 'misery', 'i', 'communicate']","[ 0.01427271  0.00602054  0.01033832 -0.03301238 -0.00860152  0.00755608
  0.01517118 -0.04060707 -0.012675    0.01397952]",0.0142727075,0.0060205422,0.01033832,-0.03301238,-0.008601519,0.007556083,0.0151711805,-0.040607072,-0.012675002,0.013979524
1,mathieu-a-106233,trés supris du haut niveau des prix  je pense résilier mon assurance jai maintenant une voiture éléctique mais je paye plus cher quen voiture thermique,Direct Assurance,auto,11,mars,2021,very surprised at the high price level I am thinking of canceling my insurance I now have an electric car but I pay more than a thermal car,"['very', 'surprised', 'high', 'price', 'level', 'insurance', 'now', 'electric', 'car', 'thermal']","[ 0.00407842 -0.00125757 -0.00526075  0.00207494  0.00206775 -0.00110236
  0.02754271  0.00377902  0.00855603 -0.00911252]",0.004078415,-0.0012575695,-0.0052607497,0.0020749436,0.0020677517,-0.0011023566,0.02754271,0.003779019,0.008556031,-0.00911252
5,andre-n-115821,tres satisfait de vos services et de vos tarifs jje recommanderai volontiers votre formule si jen ai lopportunite continuez comme cela pour la plus grande satisfaction de vos clients,Direct Assurance,auto,3,juin,2021,very satisfied with your services and your prices I will gladly recommend your formula if I have the opportunity continue like this for the greatest satisfaction of your customers,"['very', 'satisfied', 'gladly', 'recommend', 'formula', 'opportunity', 'satisfaction']","[-0.00636518 -0.01030073  0.00265399 -0.0255906   0.04530874 -0.00382751
 -0.014412   -0.0191853   0.02552414  0.00104106]",-0.006365179,-0.010300728,0.0026539862,-0.025590602,0.045308735,-0.0038275109,-0.014412003,-0.019185295,0.025524138,0.0010410611
4,arion21-68647,excellent rapport qualite prix excellents conseils,NÃ©oliane SantÃ©,sante,15,novembre,2018,excellent value for money excellent advice,"['excellent', 'value', 'money', 'advice']","[-0.04125303 -0.01381135  0.0072063  -0.0299232  -0.01083219  0.05977858
  0.0053301  -0.03732804 -0.03760046  0.01132468]",-0.041253034,-0.013811354,0.0072063003,-0.0299232,-0.0108321905,0.05977858,0.0053300997,-0.03732804,-0.037600458,0.011324678
5,adama-d-129706,devis qui repond exactement a mes attentes les prix me conviennent parfaitement le service est simple et tres pratique pour toutes les personnes selon leur niveau de comprehension,Direct Assurance,auto,27,août,2021,quote that exactly meets my expectations the prices suit me perfectly the service is simple and very practical for all people according to their level of understanding,"['quote', 'exactly', 'suit', 'perfectly', 'service', 'simple', 'very', 'practical', 'level']","[-0.0100463   0.0016026   0.0259927  -0.0010606  -0.009041   -0.0507321
  0.0335701  -0.00503483 -0.03958615 -0.02227331]",-0.010046304,0.0016026,0.0259927,-0.0010605968,-0.009041001,-0.050732102,0.033570103,-0.0050348286,-0.039586153,-0.02227331
5,joce--108642,lamia ma donné avec courtoisie et gentillesse tous les renseignements dont javais besoin je suis extrêmement satisfaite de cet échange téléphonique et très contente jusquà présent globalement de ma mutuelle santiane,Santiane,sante,31,mars,2021,lamia gave me with courtesy and kindness all the information I needed I am extremely satisfied with this telephone exchange and very happy so far overall with my health insurance santiane,"['lamia', 'gave', 'courtesy', 'kindness', 'information', 'needed', 'extremely', 'satisfied', 'telephone', 'exchange', 'very', 'happy', 'far', 'overall', 'health', 'insurance', 'santiane']","[-0.01152899 -0.00622695 -0.01339395 -0.00560782 -0.00326051  0.01405479
  0.02193251 -0.03102662  0.00541902  0.02258894]",-0.011528991,-0.006226955,-0.013393953,-0.005607825,-0.0032605098,0.0140547855,0.021932505,-0.031026619,0.005419024,0.022588944
4,roy-b-107081,je suis satisfait du service et de la rapidité dassurer un véhicule les prix sont abordable et le transfert de fichier simplifié a recommandé a mes proche,Direct Assurance,auto,18,mars,2021,I am satisfied with the service and the speed of ensuring a vehicle the prices are affordable and the simplified file transfer recommended to my relatives,"['satisfied', 'service', 'speed', 'vehicle', 'affordable', 'file', 'transfer', 'recommended']","[-0.0417288   0.00535796 -0.0089994  -0.02367356  0.02492884 -0.01222725
  0.00749406 -0.00023233 -0.01568343 -0.00229663]",-0.041728802,0.0053579574,-0.0089994045,-0.023673559,0.024928844,-0.012227247,0.007494063,-0.00023233145,-0.015683431,-0.0022966256
